elapsed_s,timestamp,bus_voltage_mV,cell_voltage_mV,current_mA,shunt_uV,power_mW,ah_discharged,soc_pct
2820.6,2026-04-02T16:34:30.610040,26180,3272.5,-1872.5,22477.5,49.0,3.8810,84.48
2823.2,2026-04-02T16:34:33.120976,26178,3272.2,-1871.2,22462.5,49.0,3.8823,84.47
2825.7,2026-04-02T16:34:35.630193,26177,3272.1,-1871.0,22460.0,49.0,3.8836,84.47
2828.2,2026-04-02T16:34:38.140307,26176,3272.0,-1905.8,22877.5,49.9,3.8850,84.46
2830.7,2026-04-02T16:34:40.650942,26177,3272.1,-1886.0,22460.0,49.0,3.8863,84.45
2833.2,2026-04-02T16:34:43.157983,26181,3272.6,-1875.0,22507.5,49.1,3.8876,84.45
2835.7,2026-04-02T16:34:45.667244,26180,3272.5,-1862.0,22352.5,48.7,3.8889,84.44
2838.2,2026-04-02T16:34:48.176572,26176,3272.0,-1858.0,22330.0,48.7,3.8902,84.44
2840.7,2026-04-02T16:34:50.686346,26173,3271.6,-1902.5,22840.0,49.8,3.8915,84.43
2843.2,2026-04-02T16:34:53.194005,26177,3272.1,-1895.0,22747.5,49.6,3.8928,84.43
2845.7,2026-04-02T16:34:55.702750,26177,3272.1,-1894.2,22647.5,49.4,3.8941,84.42
2848.2,2026-04-02T16:34:58.208003,26177,3272.1,-1859.8,22325.0,48.7,3.8954,84.42
2850.7,2026-04-02T16:35:00.712904,26181,3272.6,-1872.0,22472.5,49.0,3.8967,84.41
2853.3,2026-04-02T16:35:03.223305,26175,3271.9,-1918.8,23035.0,50.2,3.8981,84.41
2855.8,2026-04-02T16:35:05.727509,26176,3272.0,-1883.2,22607.5,49.3,3.8994,84.40
2858.3,2026-04-02T16:35:08.236948,26178,3272.2,-1875.8,22517.5,49.1,3.9007,84.40
2860.8,2026-04-02T16:35:10.745672,26181,3272.6,-1842.5,22117.5,48.2,3.9020,84.39
2863.3,2026-04-02T16:35:13.252835,26180,3272.5,-1849.2,22200.0,48.4,3.9033,84.39
2865.8,2026-04-02T16:35:15.758888,26178,3272.2,-1909.2,22957.5,50.1,3.9046,84.38
2868.3,2026-04-02T16:35:18.268686,26176,3272.0,-1868.8,22435.0,48.9,3.9059,84.38
2870.8,2026-04-02T16:35:20.778427,26177,3272.1,-1878.5,22550.0,49.2,3.9072,84.37
2873.3,2026-04-02T16:35:23.286324,26180,3272.5,-1847.5,22180.0,48.4,3.9085,84.37
2875.8,2026-04-02T16:35:25.795122,26180,3272.5,-1845.2,22152.5,48.3,3.9098,84.36
2878.3,2026-04-02T16:35:28.304085,26177,3272.1,-1904.5,22862.5,49.9,3.9111,84.36
2880.8,2026-04-02T16:35:30.812132,26170,3271.2,-1961.8,22700.0,49.5,3.9125,84.35
2883.4,2026-04-02T16:35:33.320039,26178,3272.2,-1890.0,22690.0,49.5,3.9138,84.34
2885.9,2026-04-02T16:35:35.828277,26177,3272.1,-1875.0,22507.5,49.1,3.9151,84.34
2888.4,2026-04-02T16:35:38.338035,26178,3272.2,-1851.0,22220.0,48.5,3.9164,84.33
2890.9,2026-04-02T16:35:40.846494,26175,3271.9,-1903.0,22845.0,49.8,3.9177,84.33
2893.4,2026-04-02T16:35:43.357588,26171,3271.4,-1928.5,23152.5,50.5,3.9191,84.32
2895.9,2026-04-02T16:35:45.867025,26180,3272.5,-1875.8,22517.5,49.1,3.9204,84.32
2898.4,2026-04-02T16:35:48.371986,26180,3272.5,-1871.2,22465.0,49.0,3.9217,84.31
2900.9,2026-04-02T16:35:50.878704,26181,3272.6,-1849.0,22197.5,48.4,3.9230,84.31
2903.4,2026-04-02T16:35:53.388552,26177,3272.1,-1873.8,22492.5,49.8,3.9243,84.30
2905.9,2026-04-02T16:35:55.894605,26175,3271.9,-1901.2,22825.0,49.8,3.9256,84.30
2908.4,2026-04-02T16:35:58.404761,26176,3272.0,-1879.2,22560.0,49.2,3.9269,84.29
2910.9,2026-04-02T16:36:00.914761,26180,3272.5,-1873.5,22447.5,49.0,3.9282,84.29
2913.5,2026-04-02T16:36:03.421778,26182,3272.8,-1850.0,22210.0,48.4,3.9295,84.28
2916.0,2026-04-02T16:36:05.928357,26176,3272.0,-1885.8,22637.5,49.4,3.9308,84.28
2918.5,2026-04-02T16:36:08.437450,26176,3272.0,-1887.2,22655.0,49.4,3.9321,84.27
2921.0,2026-04-02T16:36:10.946586,26177,3272.1,-1876.5,22527.5,49.1,3.9334,84.27
2923.5,2026-04-02T16:36:13.453144,26178,3272.2,-1870.0,22450.0,49.0,3.9347,84.26
2926.0,2026-04-02T16:36:15.960752,26178,3272.2,-1852.5,22237.5,48.5,3.9360,84.26
2928.5,2026-04-02T16:36:18.470950,26177,3272.1,-1883.5,22610.0,49.3,3.9373,84.25
2931.0,2026-04-02T16:36:20.980802,26178,3272.2,-1878.0,22545.0,49.2,3.9386,84.25
2933.5,2026-04-02T16:36:23.489897,26178,3272.2,-1879.5,22562.5,49.2,3.9400,84.24
2936.0,2026-04-02T16:36:25.998991,26182,3272.8,-1858.0,22305.0,48.6,3.9412,84.24
2938.5,2026-04-02T16:36:28.505655,26181,3272.6,-1851.2,22222.5,48.5,3.9425,84.23
2941.0,2026-04-02T16:36:31.011265,26176,3272.0,-1877.5,22537.5,49.1,3.9438,84.22
2943.6,2026-04-02T16:36:33.522399,26178,3272.2,-1882.5,22597.5,49.3,3.9452,84.22
2946.1,2026-04-02T16:36:36.029250,26181,3272.6,-1870.2,22452.5,49.0,3.9465,84.21
2948.6,2026-04-02T16:36:38.541555,26176,3272.0,-1888.8,22672.5,49.4,3.9478,84.21
2951.1,2026-04-02T16:36:41.046718,26183,3272.9,-1862.5,22357.5,48.5,3.9491,84.20
2953.6,2026-04-02T16:36:43.555993,26177,3272.1,-1874.5,22502.5,49.1,3.9504,84.20
2956.1,2026-04-02T16:36:46.066912,26176,3272.0,-1894.8,22745.0,49.6,3.9517,84.19
2958.6,2026-04-02T16:36:48.575573,26180,3272.5,-1864.8,22385.0,48.8,3.9530,84.19
2961.1,2026-04-02T16:36:51.081748,26178,3272.2,-1874.0,22497.5,49.1,3.9543,84.18
2963.6,2026-04-02T16:36:53.591062,26180,3272.5,-1834.2,22020.0,48.0,3.9556,84.18
2966.1,2026-04-02T16:36:56.099955,26180,3272.5,-1877.0,22562.5,49.2,3.9569,84.17
2968.6,2026-04-02T16:36:58.610045,26176,3272.0,-1891.0,22700.0,49.5,3.9582,84.17
2971.2,2026-04-02T16:37:01.119847,26182,3272.8,-1854.0,22257.5,48.5,3.9595,84.16
2973.7,2026-04-02T16:37:03.629269,26181,3272.6,-1845.2,22152.5,48.3,3.9608,84.16
2976.2,2026-04-02T16:37:06.135720,26180,3272.5,-1834.2,22020.0,48.0,3.9621,84.15
2978.7,2026-04-02T16:37:08.645638,26177,3272.1,-1884.8,22625.0,49.3,3.9634,84.15
2981.2,2026-04-02T16:37:11.151283,26177,3272.1,-1888.2,22667.5,49.3,3.9647,84.14
2983.7,2026-04-02T16:37:13.657356,26180,3272.5,-1844.8,22145.0,48.3,3.9660,84.14
2986.2,2026-04-02T16:37:16.167086,26177,3272.1,-1895.8,22757.5,49.6,3.9673,84.13
2988.7,2026-04-02T16:37:18.676301,26181,3272.6,-1840.0,22090.0,48.2,3.9686,84.13
2991.2,2026-04-02T16:37:21.183403,26177,3272.1,-1880.5,22575.0,49.2,3.9699,84.12
2993.7,2026-04-02T16:37:23.692175,26177,3272.1,-1880.8,22577.5,49.2,3.9712,84.12
2996.2,2026-04-02T16:37:26.203270,26178,3272.2,-1890.2,22692.5,48.4,3.9725,84.11
2998.7,2026-04-02T16:37:28.709163,26180,3272.5,-1857.8,22302.5,48.6,3.9738,84.10
3001.2,2026-04-02T16:37:31.219240,26178,3272.2,-1868.8,22432.5,48.9,3.9751,84.10
3003.8,2026-04-02T16:37:33.726255,26178,3272.2,-1862.8,22362.5,48.8,3.9764,84.09
3006.3,2026-04-02T16:37:36.234971,26177,3272.1,-1879.0,22557.5,49.2,3.9777,84.09
3008.8,2026-04-02T16:37:38.743025,26175,3271.9,-1895.8,22757.5,49.6,3.9790,84.08
3011.3,2026-04-02T16:37:41.250693,26176,3272.0,-1863.5,22370.0,48.8,3.9803,84.08
3013.8,2026-04-02T16:37:43.760307,26180,3272.5,-1845.0,22147.5,48.3,3.9816,84.07
3016.3,2026-04-02T16:37:46.271641,26180,3272.5,-1870.8,22457.5,49.0,3.9829,84.07
3018.8,2026-04-02T16:37:48.780414,26176,3272.0,-1904.0,22857.5,49.8,3.9843,84.06
3021.3,2026-04-02T16:37:51.289468,26171,3271.4,-1939.8,23285.0,50.8,3.9856,84.06
3023.8,2026-04-02T16:37:53.797964,26180,3272.5,-1859.8,22325.0,48.7,3.9869,84.05
3026.3,2026-04-02T16:37:56.304048,26178,3272.2,-1848.8,22192.5,48.4,3.9882,84.05
3028.8,2026-04-02T16:37:58.813305,26177,3272.1,-1876.0,22520.0,49.1,3.9895,84.04
3031.4,2026-04-02T16:38:01.317998,26173,3271.6,-1901.8,22830.0,49.8,3.9908,84.04
3033.9,2026-04-02T16:38:03.828918,26173,3271.6,-1911.8,22950.0,50.0,3.9922,84.03
3036.4,2026-04-02T16:38:06.337271,26180,3272.5,-1872.5,22480.0,49.0,3.9935,84.03
3038.9,2026-04-02T16:38:08.845921,26180,3272.5,-1875.8,22517.5,49.1,3.9948,84.02
3041.4,2026-04-02T16:38:11.354484,26177,3272.1,-1879.8,22565.0,49.2,3.9961,84.02
3043.9,2026-04-02T16:38:13.862988,26178,3272.2,-1871.0,22617.5,49.3,3.9974,84.01
3046.4,2026-04-02T16:38:16.372666,26175,3271.9,-1903.8,22855.0,49.8,3.9987,84.01
3048.9,2026-04-02T16:38:18.882510,26178,3272.2,-1858.2,22307.5,48.7,4.0000,84.00
3051.4,2026-04-02T16:38:21.389741,26177,3272.1,-1878.5,22550.0,49.2,4.0013,83.99
3053.9,2026-04-02T16:38:23.897936,26177,3272.1,-1855.5,22275.0,48.6,4.0026,83.99
3056.4,2026-04-02T16:38:26.407735,26177,3272.1,-1882.0,22592.5,49.3,4.0039,83.98
3058.9,2026-04-02T16:38:28.913505,26177,3272.1,-1889.8,22685.0,49.5,4.0052,83.98
3061.5,2026-04-02T16:38:31.423003,26177,3272.1,-1867.0,22412.5,48.9,4.0065,83.97
3064.0,2026-04-02T16:38:33.931538,26178,3272.2,-1861.2,22345.0,48.7,4.0078,83.97
3066.5,2026-04-02T16:38:36.440955,26178,3272.2,-1847.0,22177.5,48.4,4.0091,83.96
3069.0,2026-04-02T16:38:38.950036,26177,3272.1,-1874.0,22497.5,49.1,4.0104,83.96
3071.5,2026-04-02T16:38:41.459625,26175,3271.9,-1894.8,22745.0,49.6,4.0117,83.95
3074.0,2026-04-02T16:38:43.965353,26175,3271.9,-1866.0,22400.0,48.8,4.0130,83.95
3076.5,2026-04-02T16:38:46.471526,26178,3272.2,-1857.2,22295.0,48.6,4.0143,83.94
3079.0,2026-04-02T16:38:48.978863,26182,3272.8,-1845.8,22157.5,48.3,4.0156,83.94
3081.5,2026-04-02T16:38:51.488698,26173,3271.6,-1920.8,23057.5,50.3,4.0170,83.93
3084.0,2026-04-02T16:38:53.999590,26175,3271.9,-1881.8,22590.0,49.2,4.0183,83.93
3086.5,2026-04-02T16:38:56.509873,26177,3272.1,-1868.8,22432.5,48.9,4.0196,83.92
3089.1,2026-04-02T16:38:59.019315,26177,3272.1,-1857.5,22447.5,49.0,4.0209,83.92
3091.6,2026-04-02T16:39:01.528655,26177,3272.1,-1863.8,22372.5,48.8,4.0222,83.91
3094.1,2026-04-02T16:39:04.038172,26177,3272.1,-1856.5,22287.5,48.6,4.0235,83.91
3096.6,2026-04-02T16:39:06.549453,26175,3271.9,-1877.8,22542.5,49.2,4.0248,83.90
3099.1,2026-04-02T16:39:09.055833,26175,3271.9,-1891.5,22707.5,49.5,4.0261,83.90
3101.6,2026-04-02T16:39:11.566214,26177,3272.1,-1862.8,22362.5,48.8,4.0274,83.89
3104.1,2026-04-02T16:39:14.077203,26181,3272.6,-1855.0,22267.5,48.6,4.0287,83.89
3106.6,2026-04-02T16:39:16.588451,26177,3272.1,-1861.2,22345.0,48.7,4.0300,83.88
3109.1,2026-04-02T16:39:19.097978,26177,3272.1,-1865.0,22600.0,49.3,4.0313,83.87
3111.6,2026-04-02T16:39:21.607600,26177,3272.1,-1883.0,22605.0,49.3,4.0326,83.87
3114.2,2026-04-02T16:39:24.118345,26180,3272.5,-1873.5,22490.0,49.1,4.0339,83.86
3116.7,2026-04-02T16:39:26.624457,26176,3272.0,-1868.8,22435.0,48.9,4.0352,83.86
3119.2,2026-04-02T16:39:29.131506,26177,3272.1,-1864.5,22382.5,48.8,4.0365,83.85
3121.7,2026-04-02T16:39:31.641094,26175,3271.9,-1871.8,22470.0,49.0,4.0378,83.85
3124.2,2026-04-02T16:39:34.150688,26175,3271.9,-1879.5,22562.5,49.2,4.0391,83.84
3126.7,2026-04-02T16:39:36.655904,26176,3272.0,-1866.2,22402.5,48.9,4.0404,83.84
3129.2,2026-04-02T16:39:39.162272,26180,3272.5,-1845.5,22155.0,48.3,4.0417,83.83
3131.7,2026-04-02T16:39:41.673691,26177,3272.1,-1859.0,22317.5,48.5,4.0430,83.83
3134.2,2026-04-02T16:39:44.180165,26176,3272.0,-1879.0,22557.5,49.2,4.0443,83.82
3136.7,2026-04-02T16:39:46.689865,26176,3272.0,-1874.8,22505.0,49.1,4.0456,83.82
3139.2,2026-04-02T16:39:49.201813,26176,3272.0,-1869.2,22290.0,48.6,4.0469,83.81
3141.7,2026-04-02T16:39:51.714468,26180,3272.5,-1840.5,22095.0,48.2,4.0482,83.81
3144.3,2026-04-02T16:39:54.224735,26177,3272.1,-1858.2,22400.0,48.9,4.0495,83.80
3146.8,2026-04-02T16:39:56.734840,26177,3272.1,-1874.8,22505.0,49.1,4.0508,83.80
3149.3,2026-04-02T16:39:59.246733,26172,3271.5,-1913.0,22965.0,50.1,4.0521,83.79
3151.8,2026-04-02T16:40:01.753443,26177,3272.1,-1857.5,22300.0,48.6,4.0534,83.79
3154.3,2026-04-02T16:40:04.264677,26171,3271.4,-1930.0,23170.0,50.5,4.0548,83.78
3156.8,2026-04-02T16:40:06.772328,26180,3272.5,-1857.5,22300.0,48.6,4.0561,83.78
3159.3,2026-04-02T16:40:09.287438,26177,3272.1,-1882.5,22597.5,49.3,4.0574,83.77
3161.8,2026-04-02T16:40:11.798807,26172,3271.5,-1883.2,22540.0,49.2,4.0587,83.77
3164.3,2026-04-02T16:40:14.308728,26178,3272.2,-1848.0,22185.0,48.4,4.0600,83.76
3166.8,2026-04-02T16:40:16.821331,26178,3272.2,-1850.2,22212.5,48.4,4.0613,83.75
3169.4,2026-04-02T16:40:19.334618,26176,3272.0,-1862.8,22362.5,48.8,4.0626,83.75
3171.9,2026-04-02T16:40:21.845123,26177,3272.1,-1880.2,22572.5,49.2,4.0639,83.74
3174.4,2026-04-02T16:40:24.350541,26175,3271.9,-1882.5,22597.5,49.3,4.0652,83.74
3176.9,2026-04-02T16:40:26.860147,26177,3272.1,-1851.2,22225.0,48.5,4.0665,83.73
3179.4,2026-04-02T16:40:29.369339,26177,3272.1,-1838.8,22072.5,48.1,4.0678,83.73
3181.9,2026-04-02T16:40:31.876010,26177,3272.1,-1856.5,22287.5,48.6,4.0691,83.72
3184.4,2026-04-02T16:40:34.385099,26173,3271.6,-1883.2,22607.5,49.3,4.0704,83.72
3186.9,2026-04-02T16:40:36.893893,26173,3271.6,-1890.2,22692.5,49.5,4.0717,83.71
3189.4,2026-04-02T16:40:39.404325,26177,3272.1,-1855.2,22272.5,48.6,4.0730,83.71
3191.9,2026-04-02T16:40:41.915066,26178,3272.2,-1841.8,22110.0,48.2,4.0743,83.70
3194.5,2026-04-02T16:40:44.420891,26181,3272.6,-1850.8,22217.5,48.5,4.0756,83.70
3197.0,2026-04-02T16:40:46.928947,26176,3272.0,-1874.5,22502.5,49.1,4.0769,83.69
3199.5,2026-04-02T16:40:49.436641,26176,3272.0,-1879.5,22562.5,49.2,4.0782,83.69
3202.0,2026-04-02T16:40:51.946950,26178,3272.2,-1853.8,22255.0,48.5,4.0795,83.68
3204.5,2026-04-02T16:40:54.454541,26173,3271.6,-1902.5,22920.0,50.0,4.0808,83.68
3207.0,2026-04-02T16:40:56.965670,26178,3272.2,-1836.5,22047.5,48.1,4.0821,83.67
3209.5,2026-04-02T16:40:59.477615,26173,3271.6,-1902.5,22837.5,49.7,4.0834,83.67
3212.0,2026-04-02T16:41:01.984195,26175,3271.9,-1909.0,22917.5,50.0,4.0847,83.66
3214.5,2026-04-02T16:41:04.495773,26176,3272.0,-1855.0,22270.0,48.6,4.0860,83.66
3217.0,2026-04-02T16:41:07.002401,26178,3272.2,-1855.0,22270.0,48.8,4.0873,83.65
3219.5,2026-04-02T16:41:09.519838,26177,3272.1,-1862.2,22355.0,48.7,4.0886,83.65
3222.1,2026-04-02T16:41:12.029534,26171,3271.4,-1903.8,22855.0,49.8,4.0900,83.64
3224.6,2026-04-02T16:41:14.542727,26177,3272.1,-1857.0,22292.5,48.6,4.0912,83.64
3227.1,2026-04-02T16:41:17.051922,26177,3272.1,-1873.8,22085.0,48.2,4.0926,83.63
3229.6,2026-04-02T16:41:19.561527,26177,3272.1,-1856.0,22280.0,48.6,4.0939,83.62
3232.1,2026-04-02T16:41:22.071933,26176,3272.0,-1867.5,22417.5,48.9,4.0952,83.62
3234.6,2026-04-02T16:41:24.582190,26172,3271.5,-1901.0,22820.0,49.8,4.0965,83.61
3237.1,2026-04-02T16:41:27.096376,26172,3271.5,-1888.8,22672.5,49.4,4.0978,83.61
3239.6,2026-04-02T16:41:29.603542,26176,3272.0,-1847.2,22175.0,48.4,4.0991,83.60
3242.1,2026-04-02T16:41:32.112744,26177,3272.1,-1832.0,21992.5,48.0,4.1004,83.60
3244.7,2026-04-02T16:41:34.617879,26175,3271.9,-1871.0,22460.0,49.0,4.1017,83.59
3247.2,2026-04-02T16:41:37.126744,26172,3271.5,-1890.8,22697.5,50.1,4.1030,83.59
3249.7,2026-04-02T16:41:39.637631,26177,3272.1,-1855.5,22275.0,48.6,4.1043,83.58
3252.2,2026-04-02T16:41:42.143898,26178,3272.2,-1834.2,22020.0,48.0,4.1056,83.58
3254.7,2026-04-02T16:41:44.649278,26176,3272.0,-1855.0,22267.5,48.6,4.1068,83.57
3257.2,2026-04-02T16:41:47.159280,26177,3272.1,-1872.5,22477.5,49.0,4.1081,83.57
3259.7,2026-04-02T16:41:49.673929,26173,3271.6,-1897.5,22780.0,49.7,4.1095,83.56
3262.2,2026-04-02T16:41:52.180338,26172,3271.5,-1905.2,22630.0,49.3,4.1108,83.56
3264.7,2026-04-02T16:41:54.688793,26177,3272.1,-1858.5,22310.0,48.7,4.1121,83.55
3267.2,2026-04-02T16:41:57.197842,26181,3272.6,-1846.2,22162.5,48.3,4.1134,83.55
3269.7,2026-04-02T16:41:59.711854,26172,3271.5,-1893.0,22725.0,49.5,4.1147,83.54
3272.3,2026-04-02T16:42:02.224256,26171,3271.4,-1906.2,22885.0,49.9,4.1160,83.54
3274.8,2026-04-02T16:42:04.735831,26176,3272.0,-1867.2,22415.0,48.9,4.1173,83.53
3277.3,2026-04-02T16:42:07.245588,26175,3271.9,-1858.2,22307.5,48.6,4.1186,83.53
3279.8,2026-04-02T16:42:09.755137,26178,3272.2,-1862.5,22287.5,48.6,4.1199,83.52
3282.3,2026-04-02T16:42:12.259999,26173,3271.6,-1888.5,22670.0,49.4,4.1212,83.52
3284.8,2026-04-02T16:42:14.770293,26172,3271.5,-1909.2,22920.0,50.0,4.1226,83.51
3287.3,2026-04-02T16:42:17.279733,26176,3272.0,-1868.5,22430.0,48.9,4.1239,83.50
3289.8,2026-04-02T16:42:19.785743,26181,3272.6,-1832.0,21992.5,48.0,4.1252,83.50
3292.3,2026-04-02T16:42:22.298184,26177,3272.1,-1852.2,22235.0,48.5,4.1264,83.49
3294.8,2026-04-02T16:42:24.807675,26173,3271.6,-1897.5,22777.5,49.7,4.1278,83.49
3297.3,2026-04-02T16:42:27.318613,26171,3271.4,-1924.5,23102.5,50.4,4.1291,83.48
3299.9,2026-04-02T16:42:29.829052,26177,3272.1,-1850.0,22210.0,48.4,4.1304,83.48
3302.4,2026-04-02T16:42:32.334738,26178,3272.2,-1836.5,22047.5,48.1,4.1317,83.47
3304.9,2026-04-02T16:42:34.844268,26176,3272.0,-1849.5,22202.5,48.4,4.1330,83.47
3307.4,2026-04-02T16:42:37.351543,26175,3271.9,-1886.2,22642.5,49.4,4.1343,83.46
3309.9,2026-04-02T16:42:39.860921,26170,3271.2,-1922.5,23080.0,50.3,4.1356,83.46
3312.4,2026-04-02T16:42:42.370257,26173,3271.6,-1865.5,22395.0,48.8,4.1369,83.45
3314.9,2026-04-02T16:42:44.880320,26178,3272.2,-1829.0,21957.5,47.9,4.1382,83.45
3317.4,2026-04-02T16:42:47.389495,26176,3272.0,-1862.5,22360.0,48.8,4.1395,83.44
3319.9,2026-04-02T16:42:49.895019,26173,3271.6,-1896.8,22770.0,49.6,4.1408,83.44
3322.4,2026-04-02T16:42:52.408069,26171,3271.4,-1921.0,23062.5,50.7,4.1422,83.43
3325.0,2026-04-02T16:42:54.919392,26173,3271.6,-1876.2,22525.0,49.1,4.1435,83.43
3327.5,2026-04-02T16:42:57.429025,26180,3272.5,-1851.2,22222.5,48.5,4.1448,83.42
3330.0,2026-04-02T16:42:59.938443,26177,3272.1,-1857.2,22295.0,48.6,4.1461,83.42
3332.5,2026-04-02T16:43:02.449004,26175,3271.9,-1891.2,22705.0,49.5,4.1474,83.41
3335.0,2026-04-02T16:43:04.959938,26171,3271.4,-1912.5,22690.0,49.5,4.1487,83.41
3337.5,2026-04-02T16:43:07.468768,26176,3272.0,-1862.0,22352.5,48.7,4.1500,83.40
3340.0,2026-04-02T16:43:09.975966,26177,3272.1,-1845.8,22157.5,48.3,4.1513,83.39
3342.5,2026-04-02T16:43:12.487254,26177,3272.1,-1851.2,22272.5,48.6,4.1526,83.39
3345.0,2026-04-02T16:43:14.998829,26172,3271.5,-1888.2,22667.5,49.4,4.1539,83.38
3347.5,2026-04-02T16:43:17.507309,26172,3271.5,-1917.0,23012.5,50.2,4.1552,83.38
3350.0,2026-04-02T16:43:20.016466,26177,3272.1,-1854.2,22260.0,48.5,4.1565,83.37
3352.6,2026-04-02T16:43:22.525209,26178,3272.2,-1835.0,22030.0,48.0,4.1578,83.37
3355.1,2026-04-02T16:43:25.035505,26178,3272.2,-1861.5,22460.0,49.0,4.1591,83.36
3357.6,2026-04-02T16:43:27.545286,26172,3271.5,-1882.5,22600.0,49.3,4.1604,83.36
3360.1,2026-04-02T16:43:30.055047,26165,3270.6,-1971.0,23660.0,51.6,4.1618,83.35
3362.6,2026-04-02T16:43:32.567597,26176,3272.0,-1851.2,22222.5,48.5,4.1631,83.35
3365.1,2026-04-02T16:43:35.080248,26177,3272.1,-1847.8,22182.5,48.4,4.1644,83.34
3367.6,2026-04-02T16:43:37.590271,26173,3271.6,-1868.8,22435.0,48.9,4.1657,83.34
3370.1,2026-04-02T16:43:40.099587,26173,3271.6,-1898.5,22790.0,49.7,4.1670,83.33
3372.6,2026-04-02T16:43:42.608402,26173,3271.6,-1881.0,22580.0,49.2,4.1683,83.33
3375.2,2026-04-02T16:43:45.118201,26173,3271.6,-1871.2,22462.5,49.0,4.1696,83.32
3377.7,2026-04-02T16:43:47.624776,26176,3272.0,-1846.5,22167.5,48.3,4.1709,83.32
3380.2,2026-04-02T16:43:50.134238,26177,3272.1,-1857.5,22300.0,48.6,4.1722,83.31
3382.7,2026-04-02T16:43:52.645092,26172,3271.5,-1886.2,22645.0,49.4,4.1735,83.31
3385.2,2026-04-02T16:43:55.156927,26176,3272.0,-1848.8,22192.5,48.4,4.1748,83.30
3387.7,2026-04-02T16:43:57.665062,26175,3271.9,-1849.5,22202.5,48.4,4.1761,83.30
3390.2,2026-04-02T16:44:00.174372,26178,3272.2,-1841.5,22107.5,48.2,4.1774,83.29
3392.7,2026-04-02T16:44:02.683773,26178,3272.2,-1850.0,22210.0,48.4,4.1787,83.29
3395.2,2026-04-02T16:44:05.193454,26175,3271.9,-1875.8,22517.5,49.1,4.1800,83.28
3397.7,2026-04-02T16:44:07.704800,26178,3272.2,-1834.2,22020.0,48.0,4.1812,83.28
3400.2,2026-04-02T16:44:10.215810,26175,3271.9,-1858.2,22307.5,48.6,4.1825,83.27
3402.8,2026-04-02T16:44:12.729709,26177,3272.1,-1843.5,22130.0,48.2,4.1838,83.26
3405.3,2026-04-02T16:44:15.235155,26176,3272.0,-1861.2,22345.0,48.7,4.1851,83.26
3407.8,2026-04-02T16:44:17.739998,26175,3271.9,-1893.5,22730.0,49.6,4.1864,83.25
3410.3,2026-04-02T16:44:20.250188,26177,3272.1,-1832.0,21992.5,48.0,4.1877,83.25
3412.8,2026-04-02T16:44:22.759912,26176,3272.0,-1848.5,22190.0,48.4,4.1890,83.24
3415.3,2026-04-02T16:44:25.268304,26178,3272.2,-1847.5,22180.0,48.4,4.1903,83.24
3417.8,2026-04-02T16:44:27.777894,26173,3271.6,-1857.2,22295.0,48.6,4.1916,83.23
3420.3,2026-04-02T16:44:30.287983,26172,3271.5,-1908.8,22915.0,50.0,4.1929,83.23
3422.8,2026-04-02T16:44:32.797489,26176,3272.0,-1858.8,22312.5,48.7,4.1942,83.22
3425.3,2026-04-02T16:44:35.303827,26176,3272.0,-1852.0,22232.5,48.5,4.1955,83.22
3427.8,2026-04-02T16:44:37.812484,26176,3272.0,-1860.2,22332.5,48.7,4.1968,83.21
3430.4,2026-04-02T16:44:40.320501,26173,3271.6,-1883.8,22612.5,49.3,4.1981,83.21
3432.9,2026-04-02T16:44:42.827801,26172,3271.5,-1905.2,22872.5,49.9,4.1994,83.20
3435.4,2026-04-02T16:44:45.338543,26177,3272.1,-1847.5,22180.0,48.4,4.2007,83.20
3437.9,2026-04-02T16:44:47.846715,26175,3271.9,-1861.2,22342.5,48.7,4.2020,83.19
3440.4,2026-04-02T16:44:50.353069,26176,3272.0,-1839.2,22080.0,48.2,4.2033,83.19
3442.9,2026-04-02T16:44:52.863152,26173,3271.6,-1865.0,22390.0,48.8,4.2046,83.18
3445.4,2026-04-02T16:44:55.368218,26171,3271.4,-1901.2,22825.0,49.8,4.2059,83.18
3447.9,2026-04-02T16:44:57.874857,26175,3271.9,-1861.5,22347.5,48.7,4.2072,83.17
3450.4,2026-04-02T16:45:00.384353,26173,3271.6,-1851.0,22220.0,48.4,4.2085,83.17
3452.9,2026-04-02T16:45:02.893730,26178,3272.2,-1835.0,22027.5,48.0,4.2098,83.16
3455.4,2026-04-02T16:45:05.402992,26173,3271.6,-1845.0,22147.5,48.3,4.2111,83.16
3457.9,2026-04-02T16:45:07.912542,26172,3271.5,-1865.0,22390.0,48.8,4.2124,83.15
3460.5,2026-04-02T16:45:10.420240,26173,3271.6,-1877.8,22542.5,49.2,4.2137,83.15
3463.0,2026-04-02T16:45:12.925517,26177,3272.1,-1853.0,22245.0,48.5,4.2150,83.14
3465.5,2026-04-02T16:45:15.431034,26178,3272.2,-1835.2,22032.5,48.1,4.2163,83.13
3468.0,2026-04-02T16:45:17.940595,26178,3272.2,-1838.8,22072.5,48.1,4.2175,83.13
3470.5,2026-04-02T16:45:20.450077,26173,3271.6,-1874.2,22390.0,48.8,4.2188,83.12
3473.0,2026-04-02T16:45:22.959553,26175,3271.9,-1856.2,22285.0,48.6,4.2201,83.12
3475.5,2026-04-02T16:45:25.467514,26176,3272.0,-1852.5,22240.0,48.5,4.2214,83.11
